Tournament,Year,Date,Location,Division,DivisionTier,Place,Award,GlasswareType,Team,Player1,Player2
"TASR Austin Spike Weekend Season Opener","2026","2026-02-21","Austin, TX, US","4.0 Contender+","Lower Division (Medals)",3,"🥉 Bronze Medal","None","The WySpiker and the Wannabe","Luke Mowry","Brandon Arledge"
"TASR Austin Spike Weekend Season Opener","2026","2026-02-21","Austin, TX, US","4.0 Contender+","Lower Division (Medals)",4,"4th Place (No Award)","None","Carnage","Luke Marshall","Rahul Murthy"
"TASR Austin Spike Weekend Season Opener","2026","2026-02-21","Austin, TX, US","3.0 Advanced/Intermediate","Lower Division (Medals)",1,"🥇 Gold Medal","None","MI 6","Isaac Chew","Matthew Xu"
"TASR Austin Spike Weekend Season Opener","2026","2026-02-21","Austin, TX, US","3.0 Advanced/Intermediate","Lower Division (Medals)",2,"🥈 Silver Medal","None","Year of the Horse","Bennett Parker","Henry Weinberg"
"TASR Austin Spike Weekend Season Opener","2026","2026-02-21","Austin, TX, US","3.0 Advanced/Intermediate","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Spike Girls","Lee Forbes","Katherine Burnett"
"TASR Austin Spike Weekend Season Opener","2026","2026-02-21","Austin, TX, US","3.0 Advanced/Intermediate","Lower Division (Medals)",4,"4th Place (No Award)","None","South Philly Roundnet Organization","Peyton Hood","Jake Bleacher"
"TASR College Station Local","2026","2026-02-28","Bryan, TX, US","4.0 Contender+","Lower Division (Medals)",1,"🥇 Gold Medal","None","Dominant Hand Frauds","Luke Mowry","Tyler Fernandez"
"TASR College Station Local","2026","2026-02-28","Bryan, TX, US","4.0 Contender+","Lower Division (Medals)",2,"🥈 Silver Medal","None","JP/Rohil","Rohil Senapati","JP Chincuanco"
"TASR College Station Local","2026","2026-02-28","Bryan, TX, US","4.0 Contender+","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Whatever idrc","Micah Allin","Ian Austin"
"TASR College Station Local","2026","2026-02-28","Bryan, TX, US","4.0 Contender+","Lower Division (Medals)",4,"4th Place (No Award)","None","Half-Way Crooks","Jared Almon","Aidan Riley"
"TASR College Station Local","2026","2026-02-28","Bryan, TX, US","3.0 Advanced/Intermediate","Lower Division (Medals)",1,"🥇 Gold Medal","None","MI BOMBO","William Louis","Alex Vilela"
"TASR College Station Local","2026","2026-02-28","Bryan, TX, US","3.0 Advanced/Intermediate","Lower Division (Medals)",2,"🥈 Silver Medal","None","Nonconsensual Sets","Keaton Greenough","Aiedan Acosta"
"TASR College Station Local","2026","2026-02-28","Bryan, TX, US","3.0 Advanced/Intermediate","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Year of the Horse","Bennett Parker","Henry Weinberg"
"TASR College Station Local","2026","2026-02-28","Bryan, TX, US","3.0 Advanced/Intermediate","Lower Division (Medals)",4,"4th Place (No Award)","None","Sith Spikers","Preston Shaw","Joshua Wilson"
"NC State and Chapel Hill Spikeball Tournament","2026","2026-03-08","Raleigh, NC, US","Intermediate","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Quad fault","Spencer Marazita","Elijah Young"
"NC State and Chapel Hill Spikeball Tournament","2026","2026-03-08","Raleigh, NC, US","Intermediate","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Dubois/Cohen","Logan DuBois","Aden cohen"
"NC State and Chapel Hill Spikeball Tournament","2026","2026-03-08","Raleigh, NC, US","Intermediate","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","K/P","Joseph Kolakowski","Jack Porter"
"NC State and Chapel Hill Spikeball Tournament","2026","2026-03-08","Raleigh, NC, US","Intermediate","Top Tier (Glassware)",4,"4th Place (No Award)","None","PLACEHOLDER","Zeke Krumnacher","Matthew Whalen"
"NC State and Chapel Hill Spikeball Tournament","2026","2026-03-08","Raleigh, NC, US","Expert","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Gooding /Simpson","Vaughn Gooding","Aaron Simpson"
"NC State and Chapel Hill Spikeball Tournament","2026","2026-03-08","Raleigh, NC, US","Expert","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Fountain Lovers","Jonah Walker","Alex DuBois"
"NC State and Chapel Hill Spikeball Tournament","2026","2026-03-08","Raleigh, NC, US","Expert","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Bevin","Evan Grabarczyk","Ben Celestino"
"NC State and Chapel Hill Spikeball Tournament","2026","2026-03-08","Raleigh, NC, US","Expert","Top Tier (Glassware)",4,"4th Place (No Award)","None","Mosley/Burnette","James Burnette","Eli Mosley"
"North American Tour Series - Atlanta Slam Sectional","2026","2026-03-21","Marietta, GA, US","4.0 Open Contender","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Tinsel Bird","Tim Matten","Aidan Sprouls"
"North American Tour Series - Atlanta Slam Sectional","2026","2026-03-21","Marietta, GA, US","4.0 Open Contender","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Kingdom come","Isaac Haynes","Josh Puffenberger"
"North American Tour Series - Atlanta Slam Sectional","2026","2026-03-21","Marietta, GA, US","4.0 Open Contender","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","KC Pitmasters","Anil Patel","Jamisen Wrinkle"
"North American Tour Series - Atlanta Slam Sectional","2026","2026-03-21","Marietta, GA, US","4.0 Open Contender","Top Tier (Glassware)",4,"4th Place (No Award)","None","Cowabunga 🤙🏼","Connar Kloehn","Parker Mckinney"
"North American Tour Series - Atlanta Slam Sectional","2026","2026-03-21","Marietta, GA, US","3.5 Open Advanced","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Grackle","Levi Campbell","Andrew Rice"
"North American Tour Series - Atlanta Slam Sectional","2026","2026-03-21","Marietta, GA, US","3.5 Open Advanced","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Cade and Shrey","Shrey Dhuria","Cade Cote"
"North American Tour Series - Atlanta Slam Sectional","2026","2026-03-21","Marietta, GA, US","3.5 Open Advanced","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Cream of Wheat ","Cole Solomon","Omar Medina"
"North American Tour Series - Atlanta Slam Sectional","2026","2026-03-21","Marietta, GA, US","3.5 Open Advanced","Top Tier (Glassware)",4,"4th Place (No Award)","None","OCR Fielding Flicks","Ben Celestino","Ryan Field"
"North American Tour Series - Atlanta Slam Sectional","2026","2026-03-21","Marietta, GA, US","5.0 Open Premier/Bronze+","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Paradox","Kyle Fowler","Paq Clifford"
"North American Tour Series - Atlanta Slam Sectional","2026","2026-03-21","Marietta, GA, US","5.0 Open Premier/Bronze+","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Rogue","Ryan Marino","Thomas Hamilton"
"North American Tour Series - Atlanta Slam Sectional","2026","2026-03-21","Marietta, GA, US","5.0 Open Premier/Bronze+","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Fever","Connor Nelson","Kieran Rose"
"North American Tour Series - Atlanta Slam Sectional","2026","2026-03-21","Marietta, GA, US","5.0 Open Premier/Bronze+","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","NEM Seazonal","Zach Snover","Jacob Summers"
"North American Tour Series - Atlanta Slam Sectional","2026","2026-03-21","Marietta, GA, US","4.5 Women's Advanced","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Treacherous","Kalin Morgan","Malia Wanderer"
"North American Tour Series - Atlanta Slam Sectional","2026","2026-03-21","Marietta, GA, US","4.5 Women's Advanced","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","type A","Joanna Gould","Abigale Lamontagne"
"North American Tour Series - Atlanta Slam Sectional","2026","2026-03-21","Marietta, GA, US","4.5 Women's Advanced","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","big dawg town","Hannah Radell","Cailley Biagini"
"North American Tour Series - Atlanta Slam Sectional","2026","2026-03-21","Marietta, GA, US","4.5 Women's Advanced","Top Tier (Glassware)",4,"4th Place (No Award)","None","Rays of Sunshine","Ally Kula","Tess Dolan"
"North American Tour Series - Atlanta Slam Sectional","2026","2026-03-21","Marietta, GA, US","Open NATS Points","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Paradox","Paq Clifford","Kyle Fowler"
"North American Tour Series - Atlanta Slam Sectional","2026","2026-03-21","Marietta, GA, US","Open NATS Points","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Rogue","Ryan Marino","Thomas Hamilton"
"North American Tour Series - Atlanta Slam Sectional","2026","2026-03-21","Marietta, GA, US","Open NATS Points","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Fever","Connor Nelson","Kieran Rose"
"North American Tour Series - Atlanta Slam Sectional","2026","2026-03-21","Marietta, GA, US","Open NATS Points","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","NEM Seazonal","Zach Snover","Jacob Summers"
"TASR Waco Local","2026","2026-03-28","Waco, TX, US","4.0 Contender+","Lower Division (Medals)",1,"🥇 Gold Medal","None","Split Squat Haters","Garrett Ashton","Luke Mowry"
"TASR Waco Local","2026","2026-03-28","Waco, TX, US","4.0 Contender+","Lower Division (Medals)",2,"🥈 Silver Medal","None","Receipt Rejects","Tyler Fernandez","Ian Austin"
"TASR Waco Local","2026","2026-03-28","Waco, TX, US","4.0 Contender+","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Allin/Riley","Micah Allin","Aidan Riley"
"TASR Waco Local","2026","2026-03-28","Waco, TX, US","4.0 Contender+","Lower Division (Medals)",4,"4th Place (No Award)","None","Good Combo","Rohil Senapati","Rahul Murthy"
"TASR Waco Local","2026","2026-03-28","Waco, TX, US","3.0 Advanced/Intermediate","Lower Division (Medals)",1,"🥇 Gold Medal","None","Parker Bros","parker hall","Bennett Parker"
"TASR Waco Local","2026","2026-03-28","Waco, TX, US","3.0 Advanced/Intermediate","Lower Division (Medals)",2,"🥈 Silver Medal","None","Straftat","Robert Dabney","Lee Forbes"
"TASR Waco Local","2026","2026-03-28","Waco, TX, US","3.0 Advanced/Intermediate","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Magnifique 🤌","Joshua Wilson","Isaac Chew"
"TASR Waco Local","2026","2026-03-28","Waco, TX, US","3.0 Advanced/Intermediate","Lower Division (Medals)",4,"4th Place (No Award)","None","Jaspikers","Jake Rasmussen","Preston Oliver"
"CASR Norcal Opener","2026","2026-04-04","Cupertino, CA, US","4.0+ Contender","Lower Division (Medals)",1,"🥇 Gold Medal","None","Hinder Redo","Shrey Dhuria","Benjamin Walker-Edwards"
"CASR Norcal Opener","2026","2026-04-04","Cupertino, CA, US","4.0+ Contender","Lower Division (Medals)",2,"🥈 Silver Medal","None","Crippled Joes","CJ Wallace","Joe Caires"
"CASR Norcal Opener","2026","2026-04-04","Cupertino, CA, US","4.0+ Contender","Lower Division (Medals)",3,"🥉 Bronze Medal","None","ELO","Datis Shoushtary","Costas Foster"
"CASR Norcal Opener","2026","2026-04-04","Cupertino, CA, US","4.0+ Contender","Lower Division (Medals)",4,"4th Place (No Award)","None","TBD ","Aman Khemka","Justin Estores"
"CASR Norcal Opener","2026","2026-04-04","Cupertino, CA, US","5.0 Expert","Lower Division (Medals)",1,"🥇 Gold Medal","None","Nelson / Lowe","Elle Lowe","Connor Nelson"
"CASR Norcal Opener","2026","2026-04-04","Cupertino, CA, US","5.0 Expert","Lower Division (Medals)",2,"🥈 Silver Medal","None","Tarpey","Joseph Kaylor","Josh Fragiacomo"
"CASR Norcal Opener","2026","2026-04-04","Cupertino, CA, US","5.0 Expert","Lower Division (Medals)",3,"🥉 Bronze Medal","None","TMNT Sac Sisters","Lucas Pruett","Clifton Miller"
"CASR Norcal Opener","2026","2026-04-04","Cupertino, CA, US","5.0 Expert","Lower Division (Medals)",4,"4th Place (No Award)","None","Samson? / Alexander.","Sasha Mariniuk","Aniket Matharasi"
"CASR Norcal Opener","2026","2026-04-04","Cupertino, CA, US","2.0-3.0 Beginner","Lower Division (Medals)",1,"🥇 Gold Medal","None","Spike Wazowski","Dayi Dong","Mark Provost"
"CASR Norcal Opener","2026","2026-04-04","Cupertino, CA, US","2.0-3.0 Beginner","Lower Division (Medals)",2,"🥈 Silver Medal","None","Misflailed","Max Lindemann","div curl"
"CASR Norcal Opener","2026","2026-04-04","Cupertino, CA, US","2.0-3.0 Beginner","Lower Division (Medals)",3,"🥉 Bronze Medal","None","overseas for 2","Cherrish Umlas","Guillermo R."
"CASR Norcal Opener","2026","2026-04-04","Cupertino, CA, US","2.0-3.0 Beginner","Lower Division (Medals)",4,"4th Place (No Award)","None","USFCA Open 1","Alexandria Hamilton","Matthew Banh"
"AZR Spring Challenger","2026","2026-04-04","Mesa, AZ, US","Bronze+/Premier (5.0+)","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Mike/Hunter","Hunter Koth","Michael Capobianco"
"AZR Spring Challenger","2026","2026-04-04","Mesa, AZ, US","Bronze+/Premier (5.0+)","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","AZR UNCs","Andrew Stevens","Aidan Mackey"
"AZR Spring Challenger","2026","2026-04-04","Mesa, AZ, US","Bronze+/Premier (5.0+)","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Giant Slayers","David Yingling","Caedon Gibson"
"AZR Spring Challenger","2026","2026-04-04","Mesa, AZ, US","Bronze+/Premier (5.0+)","Top Tier (Glassware)",4,"4th Place (No Award)","None","Noodles & .Co","Ryan McCargar","Jaren Hori"
"AZR Spring Challenger","2026","2026-04-04","Mesa, AZ, US","Contender (4.5)","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","W 🫑","Hongyi Zhu","Daniel Chudin"
"AZR Spring Challenger","2026","2026-04-04","Mesa, AZ, US","Contender (4.5)","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Parka People","Tanner Smith","Nivek Thompson"
"AZR Spring Challenger","2026","2026-04-04","Mesa, AZ, US","Contender (4.5)","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","L Rev","Ally Chou","Reece Yoshizawa"
"AZR Spring Challenger","2026","2026-04-04","Mesa, AZ, US","Contender (4.5)","Top Tier (Glassware)",4,"4th Place (No Award)","None","Injury Reserve","Isaac Hill-Williams","Jeremy Proch"
"AZR Spring Challenger","2026","2026-04-04","Mesa, AZ, US","Advanced (4.0)","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Ankle Breakers","Warren Anderson","Joshua W"
"AZR Spring Challenger","2026","2026-04-04","Mesa, AZ, US","Advanced (4.0)","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Jonathane","Jonathan Scheelke","Thane Condit"
"AZR Spring Challenger","2026","2026-04-04","Mesa, AZ, US","Advanced (4.0)","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Giggleshitz","Lauren Patentreger","Zachary Lipp"
"AZR Spring Challenger","2026","2026-04-04","Mesa, AZ, US","Advanced (4.0)","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Kyley & Izzy","Kyley Schneckloth","Isabella Black"
"North American Tour Series - Dallas Sectional","2026","2026-04-11","Farmers Branch, TX, US","4.5 Women's Advanced","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","just want to be loved","Joanna Gould","Kalin Morgan"
"North American Tour Series - Dallas Sectional","2026","2026-04-11","Farmers Branch, TX, US","4.5 Women's Advanced","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","high infidelity ","Ally Chou","Sarah Allen"
"North American Tour Series - Dallas Sectional","2026","2026-04-11","Farmers Branch, TX, US","4.5 Women's Advanced","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Kulacalyptic","Ally Kula","Cailley Biagini"
"North American Tour Series - Dallas Sectional","2026","2026-04-11","Farmers Branch, TX, US","4.5 Women's Advanced","Top Tier (Glassware)",4,"4th Place (No Award)","None","Animal Jam🐘🐆🦓🦒","Stef Ding","Samantha Barklow"
"North American Tour Series - Dallas Sectional","2026","2026-04-11","Farmers Branch, TX, US","4.0 Open Contender","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Tbd","Alex Vilela","Iason Hayes"
"North American Tour Series - Dallas Sectional","2026","2026-04-11","Farmers Branch, TX, US","4.0 Open Contender","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Cowabunga 🤙🏼","Parker Mckinney","Connar Kloehn"
"North American Tour Series - Dallas Sectional","2026","2026-04-11","Farmers Branch, TX, US","4.0 Open Contender","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Profit & Prose","JJ Vela","James Ledbetter IV"
"North American Tour Series - Dallas Sectional","2026","2026-04-11","Farmers Branch, TX, US","4.0 Open Contender","Top Tier (Glassware)",4,"4th Place (No Award)","None","Balls in Play","Evan Deragon","David Z"
"North American Tour Series - Dallas Sectional","2026","2026-04-11","Farmers Branch, TX, US","5.0 Open Premier/Bronze+","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Fever","Connor Nelson","Kieran Rose"
"North American Tour Series - Dallas Sectional","2026","2026-04-11","Farmers Branch, TX, US","5.0 Open Premier/Bronze+","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Robertt/Woolley","Jake Woolley","Nathan Robertt"
"North American Tour Series - Dallas Sectional","2026","2026-04-11","Farmers Branch, TX, US","5.0 Open Premier/Bronze+","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","NEM Seazonal","Zach Snover","Jacob Summers"
"North American Tour Series - Dallas Sectional","2026","2026-04-11","Farmers Branch, TX, US","5.0 Open Premier/Bronze+","Top Tier (Glassware)",4,"4th Place (No Award)","None","NEM Dominion","Andrew Greer","Jake Dooley"
"North American Tour Series - Dallas Sectional","2026","2026-04-11","Farmers Branch, TX, US","Open NATS Points","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Fever","Connor Nelson","Kieran Rose"
"North American Tour Series - Dallas Sectional","2026","2026-04-11","Farmers Branch, TX, US","Open NATS Points","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Robertt/Woolley","Jake Woolley","Nathan Robertt"
"North American Tour Series - Dallas Sectional","2026","2026-04-11","Farmers Branch, TX, US","Open NATS Points","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","NEM Seazonal","Zach Snover","Jacob Summers"
"North American Tour Series - Dallas Sectional","2026","2026-04-11","Farmers Branch, TX, US","Open NATS Points","Top Tier (Glassware)",4,"4th Place (No Award)","None","NEM Dominion","Andrew Greer","Jake Dooley"
"Free the Spike Tournament","2026","2026-04-11","American Fork, UT, US","2.0-3.0 Recreational","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","VegasBoyz","Benjamin Scow","Caleb Scow"
"Free the Spike Tournament","2026","2026-04-11","American Fork, UT, US","2.0-3.0 Recreational","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Big Blue Spikes Back","Lauren Zaleski","Garrett Lawton"
"Free the Spike Tournament","2026","2026-04-11","American Fork, UT, US","2.0-3.0 Recreational","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","NARPS","DANIEL LACEY","Trevor Davis"
"Free the Spike Tournament","2026","2026-04-11","American Fork, UT, US","2.0-3.0 Recreational","Top Tier (Glassware)",4,"4th Place (No Award)","None","Comin for a Jam","Samuel Comin","James VanDam"
"Free the Spike Tournament","2026","2026-04-11","American Fork, UT, US","4.0 Challenger","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Stockton Set Malone","Tyson Lutz","David Okerlund"
"Free the Spike Tournament","2026","2026-04-11","American Fork, UT, US","4.0 Challenger","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Isaac and Luke","Isaac Greding","Luke Hatch"
"Free the Spike Tournament","2026","2026-04-11","American Fork, UT, US","4.0 Challenger","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Kiss My Ace","Braylon Schreibeis","Josh Smith"
"Free the Spike Tournament","2026","2026-04-11","American Fork, UT, US","4.0 Challenger","Top Tier (Glassware)",4,"4th Place (No Award)","None","No Name","Toby Hunt","Braydon Hunt"
"Free the Spike Tournament","2026","2026-04-11","American Fork, UT, US","4.5 Elite","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Cook / Cordingley","Luke Cook","Konnor Cordingley"
"Free the Spike Tournament","2026","2026-04-11","American Fork, UT, US","4.5 Elite","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","BLACKOUT","Joshua Balmforth","Kody Price"
"Free the Spike Tournament","2026","2026-04-11","American Fork, UT, US","4.5 Elite","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Bucketeers","Trevor Zaleski","Matt Barlow"
"Free the Spike Tournament","2026","2026-04-11","American Fork, UT, US","4.5 Elite","Top Tier (Glassware)",4,"4th Place (No Award)","None","This Prince Has Her Hart","Remi Prince","Alex Hart"
"Husky Roundnet Club Spring Open 2026","2026","2026-04-11","Seattle, WA, US","Contender (4.0)","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","HRC Oxford Project","Gavin Gibson","Annabelle Lee"
"Husky Roundnet Club Spring Open 2026","2026","2026-04-11","Seattle, WA, US","Contender (4.0)","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Score check?","Patrick McManus","Quentin Chiu"
"Husky Roundnet Club Spring Open 2026","2026","2026-04-11","Seattle, WA, US","Contender (4.0)","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","The Megatrahns","Richard Ahn","Arthur Troncoso"
"Husky Roundnet Club Spring Open 2026","2026","2026-04-11","Seattle, WA, US","Contender (4.0)","Top Tier (Glassware)",4,"4th Place (No Award)","None","Spikeaholics Anonymous","Scott Hilborn","Joey Stocco"
"Husky Roundnet Club Spring Open 2026","2026","2026-04-11","Seattle, WA, US","Bronze+/Premier (4.5+)","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Soulmates","Eddy Leung","Dallin James"
"Husky Roundnet Club Spring Open 2026","2026","2026-04-11","Seattle, WA, US","Bronze+/Premier (4.5+)","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Cavemen","Sam Clarke","Jensen Elsemore"
"Husky Roundnet Club Spring Open 2026","2026","2026-04-11","Seattle, WA, US","Bronze+/Premier (4.5+)","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Groovy","Carlin Vicera","Will Ries"
"Husky Roundnet Club Spring Open 2026","2026","2026-04-11","Seattle, WA, US","Bronze+/Premier (4.5+)","Top Tier (Glassware)",4,"4th Place (No Award)","None","Malgorithm","Nolan Wynkoop","Conner Bradshaw"
"ERS Connecticut 2026","2026","2026-04-18","Mansfield, CT, US","Women’s Intermediate-Advanced 4.0+","Lower Division (Medals)",1,"🥇 Gold Medal","None","zoo wee mama","Lia Maag","Hannah Radell"
"ERS Connecticut 2026","2026","2026-04-18","Mansfield, CT, US","Women’s Intermediate-Advanced 4.0+","Lower Division (Medals)",2,"🥈 Silver Medal","None","Kiln it","Tess Dolan","Cailley Biagini"
"ERS Connecticut 2026","2026","2026-04-18","Mansfield, CT, US","Women’s Intermediate-Advanced 4.0+","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Slow people","Malia Wanderer","Sadie Beres"
"ERS Connecticut 2026","2026","2026-04-18","Mansfield, CT, US","Women’s Intermediate-Advanced 4.0+","Lower Division (Medals)",4,"4th Place (No Award)","None","hordearii","Sabine Lucas","Karly Bigham"
"ERS Connecticut 2026","2026","2026-04-18","Mansfield, CT, US","Open Advanced-Contender 3.5-4.0","Lower Division (Medals)",1,"🥇 Gold Medal","None","TBD","Daniel Vogt","Aidan Buchanan"
