Tournament,Year,Date,Location,Division,DivisionTier,Place,Award,GlasswareType,Team,Player1,Player2
"North American Tour Series - New York City Major","2026","2026-08-16","Central Islip, NY","4.0 Open Contender","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Same Sets Marriage","Michael Rascati","Travis Flynn"
"North American Tour Series - New York City Major","2026","2026-08-16","Central Islip, NY","4.0 Open Contender","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Ruckizucki","Kennedy Nguyen","Marius Leonhardt"
"North American Tour Series - New York City Major","2026","2026-08-16","Central Islip, NY","4.0 Open Contender","Top Tier (Glassware)",4,"4th Place (No Award)","None","Russo/Prelich","Dean Russo","Connor Prelich"
"North American Tour Series - New York City Major","2026","2026-08-16","Central Islip, NY","5.0 Open Premier/Bronze+","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","China Smash","Ricky Santiago","Jerry Hao"
"North American Tour Series - New York City Major","2026","2026-08-16","Central Islip, NY","5.0 Open Premier/Bronze+","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Airborne","Hunter Koth","Caedon Gibson"
"North American Tour Series - New York City Major","2026","2026-08-16","Central Islip, NY","5.0 Open Premier/Bronze+","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Evil White Boys","Hampton Chappell","Grant Marshall"
"North American Tour Series - New York City Major","2026","2026-08-16","Central Islip, NY","5.0 Open Premier/Bronze+","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","One Too Many","Declan Brown","Drew Ryder"
"North American Tour Series - New York City Major","2026","2026-08-16","Central Islip, NY","5.0 Women's Bronze+","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","KarAbby Patty","Karah Hui","Abigale Lamontagne"
"North American Tour Series - New York City Major","2026","2026-08-16","Central Islip, NY","5.0 Women's Bronze+","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","don't give a gaf","Joanna Gould","Katheleen Phan"
"North American Tour Series - New York City Major","2026","2026-08-16","Central Islip, NY","5.0 Women's Bronze+","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","almost a frog 🐸","Ally Chou","Tiff Ding"
"North American Tour Series - New York City Major","2026","2026-08-16","Central Islip, NY","5.0 Women's Bronze+","Top Tier (Glassware)",4,"4th Place (No Award)","None","NOISE COMPLAINT","Tess Dolan","Samantha Barklow"
"North American Tour Series - New York City Major","2026","2026-08-16","Central Islip, NY","5.5 Open Gold+","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Bangarang","Kyle Fowler","Eddy Leung"
"North American Tour Series - New York City Major","2026","2026-08-16","Central Islip, NY","5.5 Open Gold+","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","The Diamond Dogs","Reid Pfutzenreuter","Bennett Anderson"
"North American Tour Series - New York City Major","2026","2026-08-16","Central Islip, NY","5.5 Open Gold+","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","EMPIRE","Clifford Amadeo LeVeque","Thomas Hamilton"
"North American Tour Series - New York City Major","2026","2026-08-16","Central Islip, NY","5.5 Open Gold+","Top Tier (Glassware)",4,"4th Place (No Award)","None","Carnivorous Herbivores","Josh Fragiacomo","Jake Woolley"
"North American Tour Series - New York City Major","2026","2026-08-16","Central Islip, NY","Squads Mixed Expert","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","THE Sam Diani","Hannah Radell","Sam Diani"
"North American Tour Series - New York City Major","2026","2026-08-16","Central Islip, NY","Squads Mixed Expert","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","greedy","Abby Norris","Joanna Gould"
"North American Tour Series - New York City Major","2026","2026-08-16","Central Islip, NY","Squads Mixed Expert","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","At Long Last","Solomon Berry","Stef Ding"
"North American Tour Series - New York City Major","2026","2026-08-16","Central Islip, NY","Squads Mixed Expert","Top Tier (Glassware)",4,"4th Place (No Award)","None","the avengers","Manuel Egea Rodenas","Delilah Meyer"
