Tournament,Year,Date,Location,Division,DivisionTier,Place,Award,GlasswareType,Team,Player1,Player2
"California State Finals 2023","2023","2023-12-02","Los Angeles, CA, US","Advanced 3.0+","Lower Division (Medals)",2,"🥈 Silver Medal","None","Mad = Bad","Alex Veron","Andrew Kaufmann"
"California State Finals 2023","2023","2023-12-02","Los Angeles, CA, US","Advanced 3.0+","Lower Division (Medals)",3,"🥉 Bronze Medal","None","SDSU","Erick Puentes","Anthony marek"
"California State Finals 2023","2023","2023-12-02","Los Angeles, CA, US","Advanced 3.0+","Lower Division (Medals)",4,"4th Place (No Award)","None","IN-LAWS","Zhenya Shulgin","Alexei Sverbuta"
"California State Finals 2023","2023","2023-12-02","Los Angeles, CA, US","Mixed 4.0+","Lower Division (Medals)",1,"🥇 Gold Medal","None","Nelson / Lowe","Elle Lowe","Connor Nelson"
"California State Finals 2023","2023","2023-12-02","Los Angeles, CA, US","Mixed 4.0+","Lower Division (Medals)",2,"🥈 Silver Medal","None","Lima.","Trevor Barbosa","Joelle Nguyen"
"California State Finals 2023","2023","2023-12-02","Los Angeles, CA, US","Mixed 4.0+","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Potatoë minutè","Perrin York","Paul Siemer"
"California State Finals 2023","2023","2023-12-02","Los Angeles, CA, US","Mixed 4.0+","Lower Division (Medals)",4,"4th Place (No Award)","None","Don’t Touch Jenny","Karah Hui","Brandon Brown"
"TASR Texas Nationals","2023","2023-12-02","Dallas, TX, US","Gold 5.0","Lower Division (Medals)",1,"🥇 Gold Medal","None","Brotha ewww","Tyler Fernandez","Cade Larson"
"TASR Texas Nationals","2023","2023-12-02","Dallas, TX, US","Gold 5.0","Lower Division (Medals)",2,"🥈 Silver Medal","None","Splash","Brian Childs","fredric hinkle"
"TASR Texas Nationals","2023","2023-12-02","Dallas, TX, US","Gold 5.0","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Luke","Luke Mowry","Luke Marshall"
"TASR Texas Nationals","2023","2023-12-02","Dallas, TX, US","Gold 5.0","Lower Division (Medals)",4,"4th Place (No Award)","None","TRP Pain Killers ","Matthew Cole","Christian Bennett"
"TASR Texas Nationals","2023","2023-12-02","Dallas, TX, US","Advanced 4.0","Lower Division (Medals)",1,"🥇 Gold Medal","None","Tom and Jharry","Harrison Yen","Thomas Metz`"
"TASR Texas Nationals","2023","2023-12-02","Dallas, TX, US","Advanced 4.0","Lower Division (Medals)",2,"🥈 Silver Medal","None","Golden Touch","Nakul Mody","Cameron Ohashi"
"TASR Texas Nationals","2023","2023-12-02","Dallas, TX, US","Advanced 4.0","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Low Broreos","George Huang","Matthew Xu"
"TASR Texas Nationals","2023","2023-12-02","Dallas, TX, US","Advanced 4.0","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Could’ve Gone D1","Reagan Schwartz","Nathan Stone"
"Christmas Classic VII — ERS Championship","2023","2023-12-16","Palmyra, PA, US","4.5+ Open","Lower Division (Medals)",1,"🥇 Gold Medal","None","The Queens","Maxime Prince","Etienne Cote"
"Christmas Classic VII — ERS Championship","2023","2023-12-16","Palmyra, PA, US","4.5+ Open","Lower Division (Medals)",2,"🥈 Silver Medal","None","LL Fairly Odd","Gabriel Finocchi","Matt Spolarich"
"Christmas Classic VII — ERS Championship","2023","2023-12-16","Palmyra, PA, US","4.5+ Open","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Picone/Larson","Will Picone","Cade Larson"
"Christmas Classic VII — ERS Championship","2023","2023-12-16","Palmyra, PA, US","4.5+ Open","Lower Division (Medals)",4,"4th Place (No Award)","None","Model/Rose","Max Model","Kieran Rose"
"Christmas Classic VII — ERS Championship","2023","2023-12-16","Palmyra, PA, US","4.0+ Women's Advanced","Lower Division (Medals)",1,"🥇 Gold Medal","None","ON Que","Dianne Fonseca","Laurence Vallée"
"Christmas Classic VII — ERS Championship","2023","2023-12-16","Palmyra, PA, US","4.0+ Women's Advanced","Lower Division (Medals)",2,"🥈 Silver Medal","None","Stick Season","Katheleen Phan","Tiff Ding"
"Christmas Classic VII — ERS Championship","2023","2023-12-16","Palmyra, PA, US","4.0+ Women's Advanced","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Yappers 🗣️","Katie Pierson","Meagan Bown"
"Christmas Classic VII — ERS Championship","2023","2023-12-16","Palmyra, PA, US","4.0+ Women's Advanced","Lower Division (Medals)",4,"4th Place (No Award)","None","Quavo","Jhanaj Quispe","Abby Norris"
"Christmas Classic VII — ERS Championship","2023","2023-12-16","Palmyra, PA, US","2.0-3.0 Open Intermediate","Lower Division (Medals)",1,"🥇 Gold Medal","None","EB Wolves","Brandon Sems","Dan Sacristan"
"Christmas Classic VII — ERS Championship","2023","2023-12-16","Palmyra, PA, US","2.0-3.0 Open Intermediate","Lower Division (Medals)",2,"🥈 Silver Medal","None","Spike Ballers","Tristano Di Liberto","Jared Lichter"
"Christmas Classic VII — ERS Championship","2023","2023-12-16","Palmyra, PA, US","2.0-3.0 Open Intermediate","Lower Division (Medals)",3,"🥉 Bronze Medal","None","MBR Applesauce","REBECCA MONTGOMERY","Caleb Montgomery"
"Christmas Classic VII — ERS Championship","2023","2023-12-16","Palmyra, PA, US","2.0-3.0 Open Intermediate","Lower Division (Medals)",4,"4th Place (No Award)","None","Cowgirls","Lindsey Merschat","Corey Webb"
"Christmas Classic VII — ERS Championship","2023","2023-12-16","Palmyra, PA, US","4.0 Open Advanced","Lower Division (Medals)",1,"🥇 Gold Medal","None","No Strings Attached","Robbie Koennecker","Raylyn Tarquinio"
"Christmas Classic VII — ERS Championship","2023","2023-12-16","Palmyra, PA, US","4.0 Open Advanced","Lower Division (Medals)",2,"🥈 Silver Medal","None","Spike Bros","Kye Harting","Karson Weaver"
"Christmas Classic VII — ERS Championship","2023","2023-12-16","Palmyra, PA, US","4.0 Open Advanced","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Shorter & Taller","Yanai Hamel-Sasson","Rachel Dolan"
"Christmas Classic VII — ERS Championship","2023","2023-12-16","Palmyra, PA, US","4.0 Open Advanced","Lower Division (Medals)",4,"4th Place (No Award)","None","1-800-NICE","Andrew Nee","James Mills"
"2024 Waco TASR Major","2024","2024-02-17","Waco, TX, US","Gold 5.0","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Bink City","Tyler Fernandez","fredric hinkle"
"2024 Waco TASR Major","2024","2024-02-17","Waco, TX, US","Gold 5.0","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Asleep","Nickhil Anantha","Noah Beinart"
"2024 Waco TASR Major","2024","2024-02-17","Waco, TX, US","Gold 5.0","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","With Some Rice","Garrett Ashton","Caleb Cummings"
"2024 Waco TASR Major","2024","2024-02-17","Waco, TX, US","Gold 5.0","Top Tier (Glassware)",4,"4th Place (No Award)","None","Austin/thompson","bradley thompson","Ian Austin"
"USAR West Regionals Hosted by California Roundnet","2024","2024-02-24","Los Angeles, CA, US","5.0+ Men's","Lower Division (Medals)",1,"🥇 Gold Medal","None","J.A.R.V.I.S.","Connor Nelson","Josh Fragiacomo"
"USAR West Regionals Hosted by California Roundnet","2024","2024-02-24","Los Angeles, CA, US","5.0+ Men's","Lower Division (Medals)",2,"🥈 Silver Medal","None","Numb","Kieran Rose","Paq Clifford"
"USAR West Regionals Hosted by California Roundnet","2024","2024-02-24","Los Angeles, CA, US","5.0+ Men's","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Assistive Touch","Clark Marshall","Buddy Hammon"
"USAR West Regionals Hosted by California Roundnet","2024","2024-02-24","Los Angeles, CA, US","5.0+ Men's","Lower Division (Medals)",3,"🥉 Bronze Medal","None","FTR Frontier","Jake Woolley","Kyan Kornfeld"
"USAR West Regionals Hosted by California Roundnet","2024","2024-02-24","Los Angeles, CA, US","4.5+ Women's","Lower Division (Medals)",1,"🥇 Gold Medal","None","Perform or die","Karah Hui","Perrin York"
"USAR West Regionals Hosted by California Roundnet","2024","2024-02-24","Los Angeles, CA, US","4.5+ Women's","Lower Division (Medals)",2,"🥈 Silver Medal","None","Berk/Pierson","Katie Pierson","Camille Anderson"
"USAR West Regionals Hosted by California Roundnet","2024","2024-02-24","Los Angeles, CA, US","4.5+ Women's","Lower Division (Medals)",3,"🥉 Bronze Medal","None","jo&elle","Joelle Nguyen","Elle Lowe"
"USAR West Regionals Hosted by California Roundnet","2024","2024-02-24","Los Angeles, CA, US","4.5+ Women's","Lower Division (Medals)",4,"4th Place (No Award)","None","Directional Lovers","Kayla Wu-Fleming","Sebastiani Kim"
"USAR West Regionals Hosted by California Roundnet","2024","2024-02-24","Los Angeles, CA, US","4.0 Open","Lower Division (Medals)",1,"🥇 Gold Medal","None","Outta Pocket","Cameron Thomas","Eli Wortman"
"USAR West Regionals Hosted by California Roundnet","2024","2024-02-24","Los Angeles, CA, US","4.0 Open","Lower Division (Medals)",2,"🥈 Silver Medal","None","ur mom part 2","Gabe Veth","Brady Martin"
"USAR West Regionals Hosted by California Roundnet","2024","2024-02-24","Los Angeles, CA, US","4.0 Open","Lower Division (Medals)",3,"🥉 Bronze Medal","None","party foul","Jake Eichenseer","Ethan Epp"
"USAR West Regionals Hosted by California Roundnet","2024","2024-02-24","Los Angeles, CA, US","4.0 Open","Lower Division (Medals)",4,"4th Place (No Award)","None","bang","Wesley Mak","Jack Guerrero"
"USAR West Regionals Hosted by California Roundnet","2024","2024-02-24","Los Angeles, CA, US","2.0-3.0 Open Intermediate","Lower Division (Medals)",1,"🥇 Gold Medal","None","The Capyballas","Cassidy Kysoth","Martin Ramirez"
"USAR West Regionals Hosted by California Roundnet","2024","2024-02-24","Los Angeles, CA, US","2.0-3.0 Open Intermediate","Lower Division (Medals)",2,"🥈 Silver Medal","None","Setters of Catan","donhau la","Ashley Ngo"
"USAR West Regionals Hosted by California Roundnet","2024","2024-02-24","Los Angeles, CA, US","2.0-3.0 Open Intermediate","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Double Doofs","Emily Okabe","Brandon Ann"
"USAR West Regionals Hosted by California Roundnet","2024","2024-02-24","Los Angeles, CA, US","2.0-3.0 Open Intermediate","Lower Division (Medals)",4,"4th Place (No Award)","None","da best","Ryan Tiggelaar","Kyle Dent"
"USAR East Regionals hosted by Greater Washington Roundnet","2024","2024-03-02","Columbia, MD, US","2.0-3.0 Open Intermediate / Matinee","Lower Division (Medals)",1,"🥇 Gold Medal","None","Aceholes","Aidan Michael","Gregory Conley"
"USAR East Regionals hosted by Greater Washington Roundnet","2024","2024-03-02","Columbia, MD, US","2.0-3.0 Open Intermediate / Matinee","Lower Division (Medals)",2,"🥈 Silver Medal","None","Lana and Liv","Lana Ung","Olivia Leach"
"USAR East Regionals hosted by Greater Washington Roundnet","2024","2024-03-02","Columbia, MD, US","2.0-3.0 Open Intermediate / Matinee","Lower Division (Medals)",3,"🥉 Bronze Medal","None","dookes","Brandon Sheehan","Madeleine Ngo"
"USAR East Regionals hosted by Greater Washington Roundnet","2024","2024-03-02","Columbia, MD, US","2.0-3.0 Open Intermediate / Matinee","Lower Division (Medals)",4,"4th Place (No Award)","None","Big doggy joe","Joseph Yu","Luke Faircloth"
"USAR East Regionals hosted by Greater Washington Roundnet","2024","2024-03-02","Columbia, MD, US","4.0 Open","Lower Division (Medals)",1,"🥇 Gold Medal","None","Zra Dog","Anthony Rentsch","Ezra Dantowitz"
"USAR East Regionals hosted by Greater Washington Roundnet","2024","2024-03-02","Columbia, MD, US","4.0 Open","Lower Division (Medals)",2,"🥈 Silver Medal","None","The Sandwich extra pickles","Logan Coffelt","Brian Perlson"
"USAR East Regionals hosted by Greater Washington Roundnet","2024","2024-03-02","Columbia, MD, US","4.0 Open","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Congressional Claps","Brandon Fung","Nico Lussier"
"USAR East Regionals hosted by Greater Washington Roundnet","2024","2024-03-02","Columbia, MD, US","4.0 Open","Lower Division (Medals)",4,"4th Place (No Award)","None","804 szn","Brooks Weeks","Daniel Reynolds"
"USAR East Regionals hosted by Greater Washington Roundnet","2024","2024-03-02","Columbia, MD, US","4.0+ Women's","Lower Division (Medals)",1,"🥇 Gold Medal","None","Tile Swap","Sarah Allen","Julia Timan"
"USAR East Regionals hosted by Greater Washington Roundnet","2024","2024-03-02","Columbia, MD, US","4.0+ Women's","Lower Division (Medals)",2,"🥈 Silver Medal","None","freshest off the boat","Katheleen Phan","Stef Ding"
"USAR East Regionals hosted by Greater Washington Roundnet","2024","2024-03-02","Columbia, MD, US","4.0+ Women's","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Diving Hitters Club","Joelle Nguyen","Malia Wanderer"
"USAR East Regionals hosted by Greater Washington Roundnet","2024","2024-03-02","Columbia, MD, US","4.0+ Women's","Lower Division (Medals)",4,"4th Place (No Award)","None","Goofy Goobers","Alyssa Drain","Katrina Gabriella"
"USAR East Regionals hosted by Greater Washington Roundnet","2024","2024-03-02","Columbia, MD, US","5.0+ Open","Lower Division (Medals)",1,"🥇 Gold Medal","None","Sparky Sparky Boom Men","Sunny Gu","Connor Nelson"
"USAR East Regionals hosted by Greater Washington Roundnet","2024","2024-03-02","Columbia, MD, US","5.0+ Open","Lower Division (Medals)",2,"🥈 Silver Medal","None","Rogue","Thomas Hamilton","Ryan Marino"
"USAR East Regionals hosted by Greater Washington Roundnet","2024","2024-03-02","Columbia, MD, US","5.0+ Open","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Mermaid Sparkle","Christian Bennett","Noah Luskus"
"USAR East Regionals hosted by Greater Washington Roundnet","2024","2024-03-02","Columbia, MD, US","5.0+ Open","Lower Division (Medals)",4,"4th Place (No Award)","None","Coffin Flop","Matthew Cole","Ryan Gross"
"USAR South Regionals hosted by Texas Roundnet","2024","2024-03-23","Houston, TX, US","4.0 Open","Lower Division (Medals)",1,"🥇 Gold Medal","None","Kimchi Con Queso","Pablo Riascos","Dylan Jimenez"
"USAR South Regionals hosted by Texas Roundnet","2024","2024-03-23","Houston, TX, US","4.0 Open","Lower Division (Medals)",2,"🥈 Silver Medal","None","Fuego","Sareen Patel","Ainsley Ford"
"USAR South Regionals hosted by Texas Roundnet","2024","2024-03-23","Houston, TX, US","4.0 Open","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Golden Touch","Donne Su","Nakul Mody"
"USAR South Regionals hosted by Texas Roundnet","2024","2024-03-23","Houston, TX, US","4.0 Open","Lower Division (Medals)",4,"4th Place (No Award)","None","Devious Dawgs ","King-Hur Wu","Ross Lochbaum"
"USAR South Regionals hosted by Texas Roundnet","2024","2024-03-23","Houston, TX, US","5.0+ Men's","Lower Division (Medals)",1,"🥇 Gold Medal","None","Drawing Dead","Tyler Fernandez","Kieran Rose"
"USAR South Regionals hosted by Texas Roundnet","2024","2024-03-23","Houston, TX, US","5.0+ Men's","Lower Division (Medals)",2,"🥈 Silver Medal","None","Mermaid Sparkle","Christian Bennett","Noah Luskus"
"USAR South Regionals hosted by Texas Roundnet","2024","2024-03-23","Houston, TX, US","5.0+ Men's","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Blessed","Cade Larson","Luke Mowry"
"USAR South Regionals hosted by Texas Roundnet","2024","2024-03-23","Houston, TX, US","5.0+ Men's","Lower Division (Medals)",4,"4th Place (No Award)","None","Double Clutch","fredric hinkle","Rahul Murthy"
"Spikeball Challenger & USAR Southeast Regionals","2024","2024-04-13","Chattanooga, TN, US","5.0+ Open","Lower Division (Medals)",1,"🥇 Gold Medal","None","V⚡️RGA","Dawson Morgan","Caleb Cummings"
"Spikeball Challenger & USAR Southeast Regionals","2024","2024-04-13","Chattanooga, TN, US","5.0+ Open","Lower Division (Medals)",2,"🥈 Silver Medal","None","Numb","Kieran Rose","Paq Clifford"
"Spikeball Challenger & USAR Southeast Regionals","2024","2024-04-13","Chattanooga, TN, US","5.0+ Open","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Kingdom Come","Grant Klapwijk","Matthew Cole"
"Spikeball Challenger & USAR Southeast Regionals","2024","2024-04-13","Chattanooga, TN, US","5.0+ Open","Lower Division (Medals)",4,"4th Place (No Award)","None","Tilted","Justin Barr","Will Picone"
"Spikeball Challenger & USAR Southeast Regionals","2024","2024-04-13","Chattanooga, TN, US","4.5+ Women's","Lower Division (Medals)",1,"🥇 Gold Medal","None","Pierson/Phan","Katheleen Phan","Katie Pierson"
"Spikeball Challenger & USAR Southeast Regionals","2024","2024-04-13","Chattanooga, TN, US","4.5+ Women's","Lower Division (Medals)",2,"🥈 Silver Medal","None","Almost a Jazz Band","Sarah Allen","Shachi Patel"
"Spikeball Challenger & USAR Southeast Regionals","2024","2024-04-13","Chattanooga, TN, US","4.5+ Women's","Lower Division (Medals)",3,"🥉 Bronze Medal","None","1.5 Asians","Stef Ding","Malia Wanderer"
"Spikeball Challenger & USAR Southeast Regionals","2024","2024-04-13","Chattanooga, TN, US","4.5+ Women's","Lower Division (Medals)",4,"4th Place (No Award)","None","Hopping Frogs 🐸","Rafaela Bastos","Rachel Dolan"
"Spikeball Challenger & USAR Southeast Regionals","2024","2024-04-13","Chattanooga, TN, US","4.0 Contender","Lower Division (Medals)",1,"🥇 Gold Medal","None","Bumpin Biscuits","Jayson Rhea","Ellis Bass"
"Spikeball Challenger & USAR Southeast Regionals","2024","2024-04-13","Chattanooga, TN, US","4.0 Contender","Lower Division (Medals)",2,"🥈 Silver Medal","None","BradsDad","Josiah Sanders","Jackson Petroske"
"Spikeball Challenger & USAR Southeast Regionals","2024","2024-04-13","Chattanooga, TN, US","4.0 Contender","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Weeknd Warriorz","Dakota Wheeler","Ben Landes"
