Tournament,Year,Date,Location,Division,DivisionTier,Place,Award,GlasswareType,Team,Player1,Player2
"Ethan Song Roundnet Tournament | Spikeball Challenger 2023","2023","2023-08-19","North Branford, CT, US","4.5+ Contender (Open)","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Happy Heffalumps","Michael Catuccio","Matt Catuccio"
"Ethan Song Roundnet Tournament | Spikeball Challenger 2023","2023","2023-08-19","North Branford, CT, US","4.5+ Contender (Open)","Lower Division (Medals)",4,"4th Place (No Award)","None","All hail Plankton","David Nara","Liam Keegan"
"Ethan Song Roundnet Tournament | Spikeball Challenger 2023","2023","2023-08-19","North Branford, CT, US","5.0+ Premier (Open)","Lower Division (Medals)",1,"🥇 Gold Medal","None","Finocchachurch","Gabriel Finocchi","Taylor Church"
"Ethan Song Roundnet Tournament | Spikeball Challenger 2023","2023","2023-08-19","North Branford, CT, US","5.0+ Premier (Open)","Lower Division (Medals)",2,"🥈 Silver Medal","None","The Prince","Maxime Prince","Samuel Prince"
"Ethan Song Roundnet Tournament | Spikeball Challenger 2023","2023","2023-08-19","North Branford, CT, US","5.0+ Premier (Open)","Lower Division (Medals)",3,"🥉 Bronze Medal","None","V⚡️RGA","Dawson Morgan","Caleb Cummings"
"Ethan Song Roundnet Tournament | Spikeball Challenger 2023","2023","2023-08-19","North Branford, CT, US","5.0+ Premier (Open)","Lower Division (Medals)",4,"4th Place (No Award)","None","Hilltop","Cole Model","Max Model"
"Illinois Roundnet State Championship","2023","2023-08-26","Evanston, IL, US","Advanced(4.0)/Intermediate(3.0)","Lower Division (Medals)",1,"🥇 Gold Medal","None","It takes two to fwango","Brandon Fong","Harry Soyka"
"Illinois Roundnet State Championship","2023","2023-08-26","Evanston, IL, US","Advanced(4.0)/Intermediate(3.0)","Lower Division (Medals)",2,"🥈 Silver Medal","None","Lettucebros ","Hayden Latus","brady latus"
"Illinois Roundnet State Championship","2023","2023-08-26","Evanston, IL, US","Advanced(4.0)/Intermediate(3.0)","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Injured and More Injured","Ryan Lechner","Conor Cronan"
"Illinois Roundnet State Championship","2023","2023-08-26","Evanston, IL, US","Advanced(4.0)/Intermediate(3.0)","Lower Division (Medals)",4,"4th Place (No Award)","None","FwangosOnly.com","Jeffrey Rauenbuehler","Justin Kohl"
"Illinois Roundnet State Championship","2023","2023-08-26","Evanston, IL, US","Expert(4.5)","Lower Division (Medals)",1,"🥇 Gold Medal","None","ClubSpike Big Slick","Chris Wilkins","Neal Bergman"
"Illinois Roundnet State Championship","2023","2023-08-26","Evanston, IL, US","Expert(4.5)","Lower Division (Medals)",2,"🥈 Silver Medal","None","Revised Banquet","Gavin Broekema","Andy Trower"
"Illinois Roundnet State Championship","2023","2023-08-26","Evanston, IL, US","Expert(4.5)","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Revisions Needed","Lindros Beard","Mitch Kelley"
"Illinois Roundnet State Championship","2023","2023-08-26","Evanston, IL, US","Expert(4.5)","Lower Division (Medals)",4,"4th Place (No Award)","None","Pocket Aces","Trevor Sargent","lucas klopfenstein"
"Smoothie King Cup — East Roundnet Series 2023 — Albany Minor","2023","2023-09-16","Albany, NY, US","Open 4.5+","Lower Division (Medals)",1,"🥇 Gold Medal","None","Duncan and Aidan","Dennis Joseph","Jared Bingham"
"Smoothie King Cup — East Roundnet Series 2023 — Albany Minor","2023","2023-09-16","Albany, NY, US","Open 4.5+","Lower Division (Medals)",2,"🥈 Silver Medal","None","fRiEd RiZzTiSM","Thomas Hoffman","Lucas Hope"
"Smoothie King Cup — East Roundnet Series 2023 — Albany Minor","2023","2023-09-16","Albany, NY, US","Open 4.5+","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Spin Cycle","Lucas Pruett","Joey Maichen"
"Smoothie King Cup — East Roundnet Series 2023 — Albany Minor","2023","2023-09-16","Albany, NY, US","Open 4.5+","Lower Division (Medals)",4,"4th Place (No Award)","None","Ivysaur","Michael Capobianco","Samuel Corey"
"Smoothie King Cup — East Roundnet Series 2023 — Albany Minor","2023","2023-09-16","Albany, NY, US","Open 3.5-4.0 (Advanced)","Lower Division (Medals)",1,"🥇 Gold Medal","None","Shanghai Sharks","Lance Risler","Louis Battista"
"Smoothie King Cup — East Roundnet Series 2023 — Albany Minor","2023","2023-09-16","Albany, NY, US","Open 3.5-4.0 (Advanced)","Lower Division (Medals)",2,"🥈 Silver Medal","None","M&S","Sarah Vilardo","McKenzie Faherty"
"Smoothie King Cup — East Roundnet Series 2023 — Albany Minor","2023","2023-09-16","Albany, NY, US","Open 3.5-4.0 (Advanced)","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Ball Slappers","Roshan Patel","Jack Saunders"
"Smoothie King Cup — East Roundnet Series 2023 — Albany Minor","2023","2023-09-16","Albany, NY, US","Open 3.5-4.0 (Advanced)","Lower Division (Medals)",4,"4th Place (No Award)","None","Aadi Lahiri","Henry Basnight","Chris Bleck"
"Smoothie King Cup — East Roundnet Series 2023 — Albany Minor","2023","2023-09-16","Albany, NY, US","Open 2.0-3.0 (Intermediate/Beginner)","Lower Division (Medals)",1,"🥇 Gold Medal","None","Dogs Out","Kyle Tessier","Sabrina Sepowski"
"Smoothie King Cup — East Roundnet Series 2023 — Albany Minor","2023","2023-09-16","Albany, NY, US","Open 2.0-3.0 (Intermediate/Beginner)","Lower Division (Medals)",2,"🥈 Silver Medal","None","Windshield Refurbishment","Andrew R","Tyler Baughcome"
"Smoothie King Cup — East Roundnet Series 2023 — Albany Minor","2023","2023-09-16","Albany, NY, US","Open 2.0-3.0 (Intermediate/Beginner)","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Brewster Backhands","Noel Kakkanattu","Ian Hayes"
"Smoothie King Cup — East Roundnet Series 2023 — Albany Minor","2023","2023-09-16","Albany, NY, US","Open 2.0-3.0 (Intermediate/Beginner)","Lower Division (Medals)",4,"4th Place (No Award)","None","Sets addicts","Vincent Buscareno","Matthew  Divitto"
"The Championship 2023","2023","2023-09-29","Conshohocken, PA, US","Open Pro","Lower Division (Medals)",1,"🥇 Gold Medal","None","Kingdom Come","Grant Klapwijk","Matthew Cole"
"The Championship 2023","2023","2023-09-29","Conshohocken, PA, US","Open Pro","Lower Division (Medals)",2,"🥈 Silver Medal","None","Critical Hit","Justin Barr","Vincent Mathieu"
"The Championship 2023","2023","2023-09-29","Conshohocken, PA, US","Open Pro","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Bad Combo","Will Picone","Rahul Murthy"
"The Championship 2023","2023","2023-09-29","Conshohocken, PA, US","Open Pro","Lower Division (Medals)",4,"4th Place (No Award)","None","Judgment Day","Gabriel Finocchi","fredric hinkle"
"The Championship 2023","2023","2023-09-29","Conshohocken, PA, US","Women's Pro","Lower Division (Medals)",1,"🥇 Gold Medal","None","TWINZ","Ali Jenki","Olivia Jenki"
"The Championship 2023","2023","2023-09-29","Conshohocken, PA, US","Women's Pro","Lower Division (Medals)",2,"🥈 Silver Medal","None","towerful","Laura Kunzelmann","Ronja Lorenz"
"The Championship 2023","2023","2023-09-29","Conshohocken, PA, US","Women's Pro","Lower Division (Medals)",3,"🥉 Bronze Medal","None","2k•","Kayla Wu-Fleming","Karah Hui"
"The Championship 2023","2023","2023-09-29","Conshohocken, PA, US","Women's Pro","Lower Division (Medals)",4,"4th Place (No Award)","None","tiramisu","Megan Leybourne","Daniela Kadlec"
"The Championship 2023","2023","2023-09-29","Conshohocken, PA, US","Mixed Pro (Friday)","Lower Division (Medals)",1,"🥇 Gold Medal","None","Gabraham Lincoln, Nebraska","Sarah Allen","Gabe Finocchi"
"The Championship 2023","2023","2023-09-29","Conshohocken, PA, US","Mixed Pro (Friday)","Lower Division (Medals)",2,"🥈 Silver Medal","None","TRP Golden Hour","Will Picone","Olivia Jenki"
"The Championship 2023","2023","2023-09-29","Conshohocken, PA, US","Mixed Pro (Friday)","Lower Division (Medals)",3,"🥉 Bronze Medal","None","TRP subtle","Joe Bondi","Ali Jenki"
"The Championship 2023","2023","2023-09-29","Conshohocken, PA, US","Mixed Pro (Friday)","Lower Division (Medals)",4,"4th Place (No Award)","None","Mixed Signals","Etienne Cote","Katie Pierson"
"The Championship 2023","2023","2023-09-29","Conshohocken, PA, US","Intermediate 3.0","Lower Division (Medals)",1,"🥇 Gold Medal","None","Ball Busters","Eric Korchuk","Andrew Shostak"
"The Championship 2023","2023","2023-09-29","Conshohocken, PA, US","Intermediate 3.0","Lower Division (Medals)",2,"🥈 Silver Medal","None","Ukrainian Bros","Eduard Kravchuk","Vitaliy Panochko"
"The Championship 2023","2023","2023-09-29","Conshohocken, PA, US","Intermediate 3.0","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Himalayan Halibut","Michael Fenlon","John Fenlon"
"The Championship 2023","2023","2023-09-29","Conshohocken, PA, US","Intermediate 3.0","Lower Division (Medals)",4,"4th Place (No Award)","None","Take A Spike","Jacob Holderman","Ben Kabakjian"
"The Championship 2023","2023","2023-09-29","Conshohocken, PA, US","MAMMOTH (Sunday)","Lower Division (Medals)",1,"🥇 Gold Medal","None","Swamp Donkeys","Etienne Cote","Emerson Dean"
"The Championship 2023","2023","2023-09-29","Conshohocken, PA, US","MAMMOTH (Sunday)","Lower Division (Medals)",2,"🥈 Silver Medal","None","Spin Cycle","Lucas Pruett","Joey Maichen"
"The Championship 2023","2023","2023-09-29","Conshohocken, PA, US","MAMMOTH (Sunday)","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Ring the bell","Maxwell Gunneson","Corey Weiss"
"The Championship 2023","2023","2023-09-29","Conshohocken, PA, US","MAMMOTH (Sunday)","Lower Division (Medals)",4,"4th Place (No Award)","None","Tok Boyz","Ryan Marino","David Gonzales"
"The Championship 2023","2023","2023-09-29","Conshohocken, PA, US","Advanced 4.0","Lower Division (Medals)",1,"🥇 Gold Medal","None","Li/Arnpriester","Brendan Li","Luke Arnpriester"
"The Championship 2023","2023","2023-09-29","Conshohocken, PA, US","Advanced 4.0","Lower Division (Medals)",2,"🥈 Silver Medal","None","Jacob and Luka","Jacob Sisco","Luka Eaton"
"The Championship 2023","2023","2023-09-29","Conshohocken, PA, US","Advanced 4.0","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Electric cake","Daniel Stauffer","Franklin Stauffer"
"The Championship 2023","2023","2023-09-29","Conshohocken, PA, US","Advanced 4.0","Lower Division (Medals)",4,"4th Place (No Award)","None","Cafe Buza","Zachary Amendola","Jack Briggs"
"The Championship 2023","2023","2023-09-29","Conshohocken, PA, US","Premier 5.0+","Lower Division (Medals)",1,"🥇 Gold Medal","None","OG Spikers","Benjamin Goldfarb","Jack coolbaugh"
"The Championship 2023","2023","2023-09-29","Conshohocken, PA, US","Premier 5.0+","Lower Division (Medals)",2,"🥈 Silver Medal","None","Kellogg's Box Toy","Skyler Sebring","Dawson Morgan"
"The Championship 2023","2023","2023-09-29","Conshohocken, PA, US","Premier 5.0+","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Pole Position","Gabriel Stoisser","Jé Gagnon"
"The Championship 2023","2023","2023-09-29","Conshohocken, PA, US","Premier 5.0+","Lower Division (Medals)",4,"4th Place (No Award)","None","Glizzy Gladiators","Polk Denmark","Jacob Summers"
"The Championship 2023","2023","2023-09-29","Conshohocken, PA, US","Contender 4.5+","Lower Division (Medals)",1,"🥇 Gold Medal","None","Goku et Yamcha","Benoit Carrier","Guillaume Boilard"
"The Championship 2023","2023","2023-09-29","Conshohocken, PA, US","Contender 4.5+","Lower Division (Medals)",2,"🥈 Silver Medal","None","BRO Swaggy Kim","Adam Hassan","Alex Kim"
"The Championship 2023","2023","2023-09-29","Conshohocken, PA, US","Contender 4.5+","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Beauty and the Beast","William Chenier","Thomas Langlois"
"The Championship 2023","2023","2023-09-29","Conshohocken, PA, US","Contender 4.5+","Lower Division (Medals)",4,"4th Place (No Award)","None","Bigmons","Josh Sarmiento","Joshua Ang"
"The Championship 2023","2023","2023-09-29","Conshohocken, PA, US","Women's Advanced 4.0+","Lower Division (Medals)",1,"🥇 Gold Medal","None","Phan/Raber","Katheleen Phan","Delanie Raber"
"The Championship 2023","2023","2023-09-29","Conshohocken, PA, US","Women's Advanced 4.0+","Lower Division (Medals)",2,"🥈 Silver Medal","None","Yam","sam greathouse","Yubeira Zapata"
"The Championship 2023","2023","2023-09-29","Conshohocken, PA, US","Women's Advanced 4.0+","Lower Division (Medals)",3,"🥉 Bronze Medal","None","TinyMeldTots","Fiona C","Tess Dolan"
"The Championship 2023","2023","2023-09-29","Conshohocken, PA, US","Women's Advanced 4.0+","Lower Division (Medals)",4,"4th Place (No Award)","None","who let the dawgs out","Corrie Velder","McKenna McKean"
"California Roundnet San Diego Open #5","2023","2023-10-14","San Diego, CA, US","Expert 5.0","Lower Division (Medals)",1,"🥇 Gold Medal","None","J.A.R.V.I.S.","Josh Fragiacomo","Connor Nelson"
"California Roundnet San Diego Open #5","2023","2023-10-14","San Diego, CA, US","Expert 5.0","Lower Division (Medals)",2,"🥈 Silver Medal","None","Agatha Tamers","Trevor Barbosa","Schon Siguenza"
"California Roundnet San Diego Open #5","2023","2023-10-14","San Diego, CA, US","Expert 5.0","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Drew me like one of your French girls","Drew Cummins","Karah Hui"
"California Roundnet San Diego Open #5","2023","2023-10-14","San Diego, CA, US","Expert 5.0","Lower Division (Medals)",4,"4th Place (No Award)","None","Warrior 2 in the Wind Tunnel","Jake Woolley","James Lamkin"
"California Roundnet San Diego Open #5","2023","2023-10-14","San Diego, CA, US","Contender 4.5","Lower Division (Medals)",1,"🥇 Gold Medal","None","Short term relationship","Gavin Bullis","Joe Caires"
"California Roundnet San Diego Open #5","2023","2023-10-14","San Diego, CA, US","Contender 4.5","Lower Division (Medals)",2,"🥈 Silver Medal","None","Straw Hats","Blake Kasama","Joseph Lee"
"California Roundnet San Diego Open #5","2023","2023-10-14","San Diego, CA, US","Contender 4.5","Lower Division (Medals)",3,"🥉 Bronze Medal","None","rememberingrohun","Patrick Stinebaugh","Devon Lee"
"California Roundnet San Diego Open #5","2023","2023-10-14","San Diego, CA, US","Contender 4.5","Lower Division (Medals)",4,"4th Place (No Award)","None","Billy La Bufanda","Joshua Bardwell","Steven Pan"
"California Roundnet San Diego Open #5","2023","2023-10-14","San Diego, CA, US","Womens 4.0+","Lower Division (Medals)",1,"🥇 Gold Medal","None","Munchin Munchkins","Joelle Nguyen","Perrin York"
"California Roundnet San Diego Open #5","2023","2023-10-14","San Diego, CA, US","Womens 4.0+","Lower Division (Medals)",2,"🥈 Silver Medal","None","We take those","Sebastiani Kim","Emma Siu"
"California Roundnet San Diego Open #5","2023","2023-10-14","San Diego, CA, US","Womens 4.0+","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Berkeey","Shaina Berk","Alyssa Yee"
"California Roundnet San Diego Open #5","2023","2023-10-14","San Diego, CA, US","Womens 4.0+","Lower Division (Medals)",4,"4th Place (No Award)","None","Mey/Stacey","Stacey Grimes","Mey Helm"
"California Roundnet San Diego Open #5","2023","2023-10-14","San Diego, CA, US","Intermediate 3.0","Lower Division (Medals)",1,"🥇 Gold Medal","None","bring out the whole trampoline","Thomas Pence","Avery Miclea"
"California Roundnet San Diego Open #5","2023","2023-10-14","San Diego, CA, US","Intermediate 3.0","Lower Division (Medals)",2,"🥈 Silver Medal","None","Spartans","Dylan Styron","Jhode Dube"
"California Roundnet San Diego Open #5","2023","2023-10-14","San Diego, CA, US","Intermediate 3.0","Lower Division (Medals)",3,"🥉 Bronze Medal","None","No Idea","Jack Guerrero","George Pritchard"
"California Roundnet San Diego Open #5","2023","2023-10-14","San Diego, CA, US","Intermediate 3.0","Lower Division (Medals)",4,"4th Place (No Award)","None","Wazzy-Weebs","Charlie Perry","Phoebe Corgiat"
"California Roundnet San Diego Open #5","2023","2023-10-14","San Diego, CA, US","MIxed 4.0","Lower Division (Medals)",1,"🥇 Gold Medal","None","ABG Phase","Connor Nelson","Karah Hui"
"California Roundnet San Diego Open #5","2023","2023-10-14","San Diego, CA, US","MIxed 4.0","Lower Division (Medals)",2,"🥈 Silver Medal","None","Proud to be a merkin ","Joseph Kaylor","Perrin York"
"California Roundnet San Diego Open #5","2023","2023-10-14","San Diego, CA, US","MIxed 4.0","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Jasmine Dragons 🐉","Joelle Nguyen","Jacob Payer"
"California Roundnet San Diego Open #5","2023","2023-10-14","San Diego, CA, US","MIxed 4.0","Lower Division (Medals)",4,"4th Place (No Award)","None","Hui/Barbosa","Sebastiani Kim","Brandon Brown"
"California Roundnet San Diego Open #5","2023","2023-10-14","San Diego, CA, US","Mixed 3.0","Lower Division (Medals)",1,"🥇 Gold Medal","None","Thurmond/Stacey","Stacey Grimes","Thurmond Dean"
"California Roundnet San Diego Open #5","2023","2023-10-14","San Diego, CA, US","Mixed 3.0","Lower Division (Medals)",2,"🥈 Silver Medal","None","Rippin LG","Liann Kline","Gunnar Mueller"
"California Roundnet San Diego Open #5","2023","2023-10-14","San Diego, CA, US","Mixed 3.0","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Moultrie Sadness","Anthony Plescia","Anjali Kumari"
"California Roundnet San Diego Open #5","2023","2023-10-14","San Diego, CA, US","Mixed 3.0","Lower Division (Medals)",4,"4th Place (No Award)","None",""'Everyday' is GOATed"","Paul Han","sydney horanic"
"San Luis Obispo Regionals - California Roundnet","2023","2023-10-28","San Luis Obispo, CA, US","Womens 4.0+","Lower Division (Medals)",1,"🥇 Gold Medal","None","Big and Lil Spoon","Karah Hui","Sebastiani Kim"
"San Luis Obispo Regionals - California Roundnet","2023","2023-10-28","San Luis Obispo, CA, US","Womens 4.0+","Lower Division (Medals)",2,"🥈 Silver Medal","None","jo&elle","Joelle Nguyen","Elle Lowe"
"San Luis Obispo Regionals - California Roundnet","2023","2023-10-28","San Luis Obispo, CA, US","Womens 4.0+","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Terminado","Alex Buckman","Kayla Wu-Fleming"
"San Luis Obispo Regionals - California Roundnet","2023","2023-10-28","San Luis Obispo, CA, US","Womens 4.0+","Lower Division (Medals)",4,"4th Place (No Award)","None","awrawrawr","Perrin York","Adrianna Grothause"
"San Luis Obispo Regionals - California Roundnet","2023","2023-10-28","San Luis Obispo, CA, US","Expert 5.0","Lower Division (Medals)",1,"🥇 Gold Medal","None","Nelson Rhoad","Jason Rhoads","Connor Nelson"
"San Luis Obispo Regionals - California Roundnet","2023","2023-10-28","San Luis Obispo, CA, US","Expert 5.0","Lower Division (Medals)",2,"🥈 Silver Medal","None","Double Clutch","Kyan Kornfeld","brandon brown"
"San Luis Obispo Regionals - California Roundnet","2023","2023-10-28","San Luis Obispo, CA, US","Expert 5.0","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Endgame","Josh Fragiacomo","Trevor Barbosa"
"San Luis Obispo Regionals - California Roundnet","2023","2023-10-28","San Luis Obispo, CA, US","Expert 5.0","Lower Division (Medals)",4,"4th Place (No Award)","None","Mercari Klap","Jackson Blackburn","Jake Woolley"
"San Luis Obispo Regionals - California Roundnet","2023","2023-10-28","San Luis Obispo, CA, US","Contender 4.5","Lower Division (Medals)",1,"🥇 Gold Medal","None","Toe Ticklers","Dante Benedetti","Reece Greer"
"San Luis Obispo Regionals - California Roundnet","2023","2023-10-28","San Luis Obispo, CA, US","Contender 4.5","Lower Division (Medals)",2,"🥈 Silver Medal","None","Goal Diggers","Sam Alsup","Jai Parera"
"San Luis Obispo Regionals - California Roundnet","2023","2023-10-28","San Luis Obispo, CA, US","Contender 4.5","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Ball Busters","Thompson Yang","Billy Durrill"
"San Luis Obispo Regionals - California Roundnet","2023","2023-10-28","San Luis Obispo, CA, US","Contender 4.5","Lower Division (Medals)",4,"4th Place (No Award)","None","Eichenseer Naked 👀🫣😳","Aidan Nesbitt","Jake Eichenseer"
"San Luis Obispo Regionals - California Roundnet","2023","2023-10-28","San Luis Obispo, CA, US","Mixed 4.0+","Lower Division (Medals)",1,"🥇 Gold Medal","None","Nelson / Lowe","Elle Lowe","Connor Nelson"
"San Luis Obispo Regionals - California Roundnet","2023","2023-10-28","San Luis Obispo, CA, US","Mixed 4.0+","Lower Division (Medals)",2,"🥈 Silver Medal","None","Potatoë minutè","Perrin York","Warren Foote"
"San Luis Obispo Regionals - California Roundnet","2023","2023-10-28","San Luis Obispo, CA, US","Mixed 4.0+","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Wu/Frag","Josh Fragiacomo","Kayla Wu-Fleming"
"San Luis Obispo Regionals - California Roundnet","2023","2023-10-28","San Luis Obispo, CA, US","Mixed 4.0+","Lower Division (Medals)",4,"4th Place (No Award)","None","PsyKic","Karah Hui","Jacob Payer"
"TASR College Station Major","2023","2023-11-04","College Station, TX, US","Gold 5.0","Lower Division (Medals)",1,"🥇 Gold Medal","None","Blessed","Cade Larson","Luke Mowry"
"TASR College Station Major","2023","2023-11-04","College Station, TX, US","Gold 5.0","Lower Division (Medals)",2,"🥈 Silver Medal","None","Crispy","Caleb Cummings","Gavin Lotts"
"TASR College Station Major","2023","2023-11-04","College Station, TX, US","Gold 5.0","Lower Division (Medals)",3,"🥉 Bronze Medal","None","WySpike Super Schlap Bros.","Nick Noguez","Jerm Porter"
"TASR College Station Major","2023","2023-11-04","College Station, TX, US","Gold 5.0","Lower Division (Medals)",4,"4th Place (No Award)","None","Incompetence","Ethan McWhirter","Luke Marshall"
"TASR College Station Major","2023","2023-11-04","College Station, TX, US","Advanced 4.0","Lower Division (Medals)",1,"🥇 Gold Medal","None","Allin/Stone","Nathan Stone","Micah Allin"
"TASR College Station Major","2023","2023-11-04","College Station, TX, US","Advanced 4.0","Lower Division (Medals)",2,"🥈 Silver Medal","None","Cornerstone","Caleb Allen","Kyle Daily"
"TASR College Station Major","2023","2023-11-04","College Station, TX, US","Advanced 4.0","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Ball Handlers","Joe Hunninghake","Cruz Herrera"
"TASR College Station Major","2023","2023-11-04","College Station, TX, US","Advanced 4.0","Lower Division (Medals)",4,"4th Place (No Award)","None","Devious Dawgs ","Ross Lochbaum","Austin Cooley"
"USA Roundnet Nationals","2023","2023-11-11","Tampa, FL, US","4.5+ Women's Pro","Lower Division (Medals)",1,"🥇 Gold Medal","None","THUS Parabatai","Kalin Morgan","Kayla Wu-Fleming"
"USA Roundnet Nationals","2023","2023-11-11","Tampa, FL, US","4.5+ Women's Pro","Lower Division (Medals)",2,"🥈 Silver Medal","None","Jenki / Phan","Ali Jenki","Katheleen Phan"
"USA Roundnet Nationals","2023","2023-11-11","Tampa, FL, US","4.5+ Women's Pro","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Anderson/Savage","Camille Anderson","Kirstie Savage"
"USA Roundnet Nationals","2023","2023-11-11","Tampa, FL, US","4.5+ Women's Pro","Lower Division (Medals)",4,"4th Place (No Award)","None","Pierson/Washburn","Lou Washburn","Katie Pierson"
"USA Roundnet Nationals","2023","2023-11-11","Tampa, FL, US","5.0+ Men's Pro","Lower Division (Medals)",1,"🥇 Gold Medal","None","Finocchi/Picone","Gabriel Finocchi","Will Picone"
"USA Roundnet Nationals","2023","2023-11-11","Tampa, FL, US","5.0+ Men's Pro","Lower Division (Medals)",2,"🥈 Silver Medal","None","Numb","Kieran Rose","Paq Clifford"
"USA Roundnet Nationals","2023","2023-11-11","Tampa, FL, US","5.0+ Men's Pro","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Lazy","Luke Marshall","Cade Larson"
"USA Roundnet Nationals","2023","2023-11-11","Tampa, FL, US","5.0+ Men's Pro","Lower Division (Medals)",4,"4th Place (No Award)","None","Bot House","Owen Lippman","West Peterson"
"USA Roundnet Nationals","2023","2023-11-11","Tampa, FL, US","4.0+ Mixed Pro","Lower Division (Medals)",1,"🥇 Gold Medal","None","Pesto","Ryan Gross","Shachi Patel"
"USA Roundnet Nationals","2023","2023-11-11","Tampa, FL, US","4.0+ Mixed Pro","Lower Division (Medals)",2,"🥈 Silver Medal","None","End Route ","Paq Clifford","Camille Anderson"
"USA Roundnet Nationals","2023","2023-11-11","Tampa, FL, US","4.0+ Mixed Pro","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Chapped Lips","Kalin Morgan","Dawson Morgan"
"USA Roundnet Nationals","2023","2023-11-11","Tampa, FL, US","4.0+ Mixed Pro","Lower Division (Medals)",4,"4th Place (No Award)","None","IDK","Lou Washburn","Josh Fragiacomo"
"California State Finals 2023","2023","2023-12-02","Los Angeles, CA, US","Royals of California","Lower Division (Medals)",1,"🥇 Gold Medal","None","Karah Hui","Karah Hui",""
"California State Finals 2023","2023","2023-12-02","Los Angeles, CA, US","Royals of California","Lower Division (Medals)",2,"🥈 Silver Medal","None","Connor Nelson","Connor Nelson",""
"California State Finals 2023","2023","2023-12-02","Los Angeles, CA, US","Royals of California","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Joelle Nguyen","Joelle Nguyen",""
"California State Finals 2023","2023","2023-12-02","Los Angeles, CA, US","Royals of California","Lower Division (Medals)",4,"4th Place (No Award)","None","Trevor barbosa","Trevor Barbosa",""
"California State Finals 2023","2023","2023-12-02","Los Angeles, CA, US","Expert 5.0","Lower Division (Medals)",1,"🥇 Gold Medal","None","Germ Buds","Paul Siemer","Buddy Hammon"
"California State Finals 2023","2023","2023-12-02","Los Angeles, CA, US","Expert 5.0","Lower Division (Medals)",2,"🥈 Silver Medal","None","Puke Lennington","Jake Woolley","Schon Siguenza"
"California State Finals 2023","2023","2023-12-02","Los Angeles, CA, US","Expert 5.0","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Sparky Sparky Boom Men","Sunny Gu","Connor Nelson"
"California State Finals 2023","2023","2023-12-02","Los Angeles, CA, US","Expert 5.0","Lower Division (Medals)",4,"4th Place (No Award)","None","IDK Jason","Josh Fragiacomo","Jason Rhoads"
"California State Finals 2023","2023","2023-12-02","Los Angeles, CA, US","Womens 4.0+","Lower Division (Medals)",1,"🥇 Gold Medal","None","Perform or die","Karah Hui","Perrin York"
"California State Finals 2023","2023","2023-12-02","Los Angeles, CA, US","Womens 4.0+","Lower Division (Medals)",2,"🥈 Silver Medal","None","Nyguendy Wu Homecoming Warrior","Kayla Wu-Fleming","Joelle Nguyen"
"California State Finals 2023","2023","2023-12-02","Los Angeles, CA, US","Womens 4.0+","Lower Division (Medals)",3,"🥉 Bronze Medal","None","out of town","Tiff Ding","Shachi Patel"
"California State Finals 2023","2023","2023-12-02","Los Angeles, CA, US","Womens 4.0+","Lower Division (Medals)",4,"4th Place (No Award)","None","ellelowe sebmarine","Sebastiani Kim","Elle Lowe"
"California State Finals 2023","2023","2023-12-02","Los Angeles, CA, US","Contender 4.0+","Lower Division (Medals)",1,"🥇 Gold Medal","None","Ben/Connor","Ben Collins","Connor Ragland"
"California State Finals 2023","2023","2023-12-02","Los Angeles, CA, US","Contender 4.0+","Lower Division (Medals)",2,"🥈 Silver Medal","None","Cut the Jam","Holden Frey","Nick Yee"
"California State Finals 2023","2023","2023-12-02","Los Angeles, CA, US","Contender 4.0+","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Anything is Good","Steven Pan","Blake Kasama"
"California State Finals 2023","2023","2023-12-02","Los Angeles, CA, US","Contender 4.0+","Lower Division (Medals)",4,"4th Place (No Award)","None","We Both Got Dumped (for edging too much)","Alvin Zhang","Ethan Epp"
"California State Finals 2023","2023","2023-12-02","Los Angeles, CA, US","Advanced 3.0+","Lower Division (Medals)",1,"🥇 Gold Medal","None","Clover Spike","Anthony Plescia","Matthew Klompas"
